"","ID","module_label","module_color"
"43822","TraesCS5A02G420300","ME34","darkmagenta"
"43823","TraesCS5A02G420400","ME56","orange"
"43824","TraesCS5A02G420500","ME179","lightskyblue3"
"43825","TraesCS5A02G420600","ME5","darkred"
"43826","TraesCS5A02G420700","ME120","orange"
"43827","TraesCS5A02G420900","ME178","orangered4"
"43828","TraesCS5A02G421600","ME90","brown"
"43829","TraesCS5A02G421700","ME101","darkviolet"
"43830","TraesCS5A02G421900","ME39","cornsilk"
"43831","TraesCS5A02G422300","ME149","deeppink"
"43832","TraesCS5A02G422400","ME53","brown"
"43833","TraesCS5A02G422500","ME55","antiquewhite4"
"43834","TraesCS5A02G422600","ME45","sienna3"
"43835","TraesCS5A02G423000","ME14","darkred"
"43836","TraesCS5A02G423100","ME107","brown"
"43837","TraesCS5A02G423200","ME162","orangered3"
"43838","TraesCS5A02G423300","ME17","antiquewhite4"
"43839","TraesCS5A02G423400","ME78","brown"
"43840","TraesCS5A02G423500","ME13","darkolivegreen2"
"43841","TraesCS5A02G423600","ME43","brown"
"43842","TraesCS5A02G423700","ME48","cyan"
"43843","TraesCS5A02G423800","ME129","brown"
"43844","TraesCS5A02G423900","ME25","darkred"
"43845","TraesCS5A02G424000","ME37","brown"
"43846","TraesCS5A02G424100","ME65","antiquewhite4"
"43847","TraesCS5A02G424300","ME12","antiquewhite4"
"43848","TraesCS5A02G424400","ME77","brown"
"43849","TraesCS5A02G424500","ME1","magenta1"
"43850","TraesCS5A02G424600","ME82","cornsilk"
"43851","TraesCS5A02G424700","ME20","lightpink2"
"43852","TraesCS5A02G424800","ME150","royalblue"
"43853","TraesCS5A02G424900","ME50","brown"
"43854","TraesCS5A02G425000","ME68","antiquewhite4"
"43855","TraesCS5A02G425100","ME97","aliceblue"
"43856","TraesCS5A02G425200","ME163","antiquewhite4"
"43857","TraesCS5A02G425300","ME31","antiquewhite4"
"43858","TraesCS5A02G425500","ME119","antiquewhite4"
"43859","TraesCS5A02G425600","ME27","brown"
"43860","TraesCS5A02G425700","ME167","brown"
"43861","TraesCS5A02G425800","ME100","darkred"
"43862","TraesCS5A02G425900","ME139","darkmagenta"
"43863","TraesCS5A02G426100","ME96","ivory"
"43864","TraesCS5A02G426300","ME103","plum3"
"43865","TraesCS5A02G426400","ME122","darkolivegreen"
"43866","TraesCS5A02G426500","ME32","brown"
"43867","TraesCS5A02G426600","ME91","antiquewhite4"
"43868","TraesCS5A02G426700","ME140","orange"
"43869","TraesCS5A02G426800","ME165","coral3"
"43870","TraesCS5A02G427000","ME81","palevioletred1"
"43871","TraesCS5A02G427100","ME121","brown"
"43872","TraesCS5A02G427200","ME42","orange"
"43873","TraesCS5A02G427300","ME125","lightblue3"
"43874","TraesCS5A02G427400","ME19","brown"
"43875","TraesCS5A02G427500","ME111","magenta1"
"43876","TraesCS5A02G427600","ME15","antiquewhite4"
"43877","TraesCS5A02G427700","ME133","darkolivegreen"
"43878","TraesCS5A02G427800","ME177","darkslateblue"
"43879","TraesCS5A02G427900","ME47","plum3"
"43880","TraesCS5A02G428000","ME28","brown3"
"43881","TraesCS5A02G428200","ME156","darkseagreen"
"43882","TraesCS5A02G428700","ME51","darkseagreen"
"43883","TraesCS5A02G428800","ME113","coral4"
"43884","TraesCS5A02G428900","ME49","darkseagreen"
"43885","TraesCS5A02G429000","ME69","darkred"
"43886","TraesCS5A02G429100","ME76","deeppink"
"43887","TraesCS5A02G429300","ME58","antiquewhite4"
"43888","TraesCS5A02G429400","ME64","darkred"
"43889","TraesCS5A02G429500","ME35","lightblue4"
"43890","TraesCS5A02G429600","ME70","lightpink2"
"43891","TraesCS5A02G429800","ME29","antiquewhite4"
"43892","TraesCS5A02G430400","ME157","orange"
"43893","TraesCS5A02G431100","ME21","antiquewhite4"
"43894","TraesCS5A02G431200","ME73","darkred"
"43895","TraesCS5A02G431300","ME57","antiquewhite4"
"43896","TraesCS5A02G431400","ME181","antiquewhite4"
"43897","TraesCS5A02G431500","ME34","firebrick4"
"43898","TraesCS5A02G431600","ME56","salmon"
"43899","TraesCS5A02G431700","ME179","ivory"
"43900","TraesCS5A02G431800","ME5","darkred"
"43901","TraesCS5A02G432000","ME120","brown"
"43902","TraesCS5A02G432600","ME178","darkolivegreen2"
"43903","TraesCS5A02G432900","ME90","plum2"
"43904","TraesCS5A02G433100","ME101","lightpink2"
"43905","TraesCS5A02G433200","ME39","brown"
"43906","TraesCS5A02G433300","ME149","brown"
"43907","TraesCS5A02G433600","ME53","pink3"
"43908","TraesCS5A02G433900","ME55","brown"
"43909","TraesCS5A02G434000","ME45","antiquewhite4"
"43910","TraesCS5A02G434100","ME14","brown"
"43911","TraesCS5A02G434200","ME107","antiquewhite4"
"43912","TraesCS5A02G434300","ME162","brown"
"43913","TraesCS5A02G434400","ME17","green3"
"43914","TraesCS5A02G434500","ME78","antiquewhite4"
"43915","TraesCS5A02G434900","ME13","royalblue"
"43916","TraesCS5A02G435500","ME43","bisque4"
"43917","TraesCS5A02G435600","ME48","darkred"
"43918","TraesCS5A02G435700","ME129","antiquewhite4"
"43919","TraesCS5A02G435800","ME25","orangered4"
"43920","TraesCS5A02G435900","ME37","antiquewhite4"
"43921","TraesCS5A02G436000","ME65","darkolivegreen"
"43922","TraesCS5A02G436100","ME12","darkred"
"43923","TraesCS5A02G436200","ME77","brown"
"43924","TraesCS5A02G436300","ME1","brown"
"43925","TraesCS5A02G437100","ME82","orange"
"43926","TraesCS5A02G437300","ME20","brown"
"43927","TraesCS5A02G437600","ME150","cornsilk"
"43928","TraesCS5A02G437800","ME50","plum3"
"43929","TraesCS5A02G437900","ME68","firebrick4"
"43930","TraesCS5A02G438000","ME97","brown"
"43931","TraesCS5A02G438100","ME163","darkred"
"43932","TraesCS5A02G438300","ME31","cornsilk"
"43933","TraesCS5A02G438600","ME119","brown"
"43934","TraesCS5A02G438700","ME27","deeppink"
"43935","TraesCS5A02G439100","ME167","antiquewhite4"
"43936","TraesCS5A02G439200","ME100","ivory"
"43937","TraesCS5A02G439300","ME139","antiquewhite4"
"43938","TraesCS5A02G439400","ME96","honeydew1"
"43939","TraesCS5A02G439700","ME103","brown"
"43940","TraesCS5A02G439800","ME122","brown"
"43941","TraesCS5A02G440300","ME32","brown"
"43942","TraesCS5A02G440400","ME91","firebrick4"
"43943","TraesCS5A02G440500","ME140","antiquewhite4"
"43944","TraesCS5A02G440600","ME165","brown"
"43945","TraesCS5A02G440700","ME81","brown"
"43946","TraesCS5A02G441000","ME121","antiquewhite4"
"43947","TraesCS5A02G441600","ME42","chocolate2"
"43948","TraesCS5A02G441900","ME125","ivory"
"43949","TraesCS5A02G442000","ME19","deeppink"
"43950","TraesCS5A02G442100","ME111","skyblue"
"43951","TraesCS5A02G442200","ME15","antiquewhite4"
"43952","TraesCS5A02G442300","ME133","brown"
"43953","TraesCS5A02G442400","ME177","paleturquoise"
"43954","TraesCS5A02G442500","ME47","antiquewhite4"
"43955","TraesCS5A02G442800","ME28","brown"
"43956","TraesCS5A02G442900","ME156","brown"
"43957","TraesCS5A02G443000","ME51","darkred"
"43958","TraesCS5A02G443100","ME113","darkred"
"43959","TraesCS5A02G443200","ME49","antiquewhite4"
"43960","TraesCS5A02G443300","ME69","orange"
"43961","TraesCS5A02G443500","ME76","darkseagreen"
"43962","TraesCS5A02G443600","ME58","antiquewhite4"
"43963","TraesCS5A02G443700","ME64","antiquewhite4"
"43964","TraesCS5A02G443800","ME35","darkred"
"43965","TraesCS5A02G443900","ME70","darkred"
"43966","TraesCS5A02G444100","ME29","antiquewhite4"
"43967","TraesCS5A02G444200","ME157","darkred"
"43968","TraesCS5A02G444300","ME21","orange"
"43969","TraesCS5A02G444400","ME73","antiquewhite4"
"43970","TraesCS5A02G444500","ME57","firebrick4"
"43971","TraesCS5A02G444600","ME181","brown"
"43972","TraesCS5A02G444700","ME34","darkred"
"43973","TraesCS5A02G444900","ME56","antiquewhite4"
"43974","TraesCS5A02G445000","ME179","brown"
"43975","TraesCS5A02G445100","ME5","antiquewhite4"
"43976","TraesCS5A02G445200","ME120","antiquewhite4"
"43977","TraesCS5A02G445300","ME178","darkred"
"43978","TraesCS5A02G445500","ME90","orange"
"43979","TraesCS5A02G445700","ME101","brown"
"43980","TraesCS5A02G445800","ME39","magenta1"
"43981","TraesCS5A02G445900","ME149","darkred"
"43982","TraesCS5A02G446000","ME53","orange"
"43983","TraesCS5A02G446100","ME55","plum3"
"43984","TraesCS5A02G446300","ME45","darkred"
"43985","TraesCS5A02G446400","ME14","brown"
"43986","TraesCS5A02G446500","ME107","plum4"
"43987","TraesCS5A02G446700","ME162","grey60"
"43988","TraesCS5A02G446800","ME17","darkred"
"43989","TraesCS5A02G447000","ME78","lightblue4"
"43990","TraesCS5A02G447200","ME13","brown"
"43991","TraesCS5A02G447300","ME43","firebrick2"
"43992","TraesCS5A02G447500","ME48","orange"
"43993","TraesCS5A02G447800","ME129","lightpink2"
"43994","TraesCS5A02G447900","ME25","ivory"
"43995","TraesCS5A02G448100","ME37","darkolivegreen"
"43996","TraesCS5A02G448200","ME65","brown"
"43997","TraesCS5A02G448300","ME12","skyblue"
"43998","TraesCS5A02G448400","ME77","plum4"
"43999","TraesCS5A02G448500","ME1","darkred"
"44000","TraesCS5A02G448600","ME82","darkred"
"44001","TraesCS5A02G448900","ME20","brown"
"44002","TraesCS5A02G449000","ME150","brown"
"44003","TraesCS5A02G449200","ME50","antiquewhite4"
"44004","TraesCS5A02G449300","ME68","darkred"
"44005","TraesCS5A02G449400","ME97","brown"
"44006","TraesCS5A02G449500","ME163","brown"
"44007","TraesCS5A02G449600","ME31","darkmagenta"
"44008","TraesCS5A02G449800","ME119","brown"
"44009","TraesCS5A02G449900","ME27","brown"
"44010","TraesCS5A02G450000","ME167","lightsteelblue"
"44011","TraesCS5A02G450400","ME100","lightsteelblue"
"44012","TraesCS5A02G450800","ME139","darkred"
"44013","TraesCS5A02G450900","ME96","antiquewhite4"
"44014","TraesCS5A02G451000","ME103","brown"
"44015","TraesCS5A02G451400","ME122","brown"
"44016","TraesCS5A02G451800","ME32","green3"
"44017","TraesCS5A02G452000","ME91","brown"
"44018","TraesCS5A02G452200","ME140","brown"
"44019","TraesCS5A02G452400","ME165","antiquewhite4"
"44020","TraesCS5A02G452500","ME81","antiquewhite4"
"44021","TraesCS5A02G452600","ME121","brown"
"44022","TraesCS5A02G452700","ME42","brown"
"44023","TraesCS5A02G452900","ME125","deeppink"
"44024","TraesCS5A02G453000","ME19","antiquewhite4"
"44025","TraesCS5A02G453100","ME111","darkseagreen"
"44026","TraesCS5A02G453200","ME15","brown"
"44027","TraesCS5A02G453700","ME133","plum4"
"44028","TraesCS5A02G453900","ME177","antiquewhite4"
"44029","TraesCS5A02G454000","ME47","antiquewhite4"
"44030","TraesCS5A02G454200","ME28","antiquewhite4"
"44031","TraesCS5A02G454300","ME156","antiquewhite4"
"44032","TraesCS5A02G454500","ME51","brown"
"44033","TraesCS5A02G454600","ME113","brown"
"44034","TraesCS5A02G454700","ME49","lightblue3"
"44035","TraesCS5A02G454900","ME69","antiquewhite4"
"44036","TraesCS5A02G455000","ME76","antiquewhite4"
"44037","TraesCS5A02G455100","ME58","brown"
"44038","TraesCS5A02G455400","ME64","brown"
"44039","TraesCS5A02G455500","ME35","blue2"
"44040","TraesCS5A02G455600","ME70","plum3"
"44041","TraesCS5A02G455800","ME29","blue3"
"44042","TraesCS5A02G456000","ME157","firebrick2"
"44043","TraesCS5A02G456100","ME21","antiquewhite4"
"44044","TraesCS5A02G456200","ME73","cyan"
"44045","TraesCS5A02G456300","ME57","darkred"
"44046","TraesCS5A02G456400","ME181","darkseagreen"
"44047","TraesCS5A02G456500","ME34","lightpink2"
"44048","TraesCS5A02G456600","ME56","lightblue4"
"44049","TraesCS5A02G456800","ME179","orangered3"
"44050","TraesCS5A02G456900","ME5","blue3"
"44051","TraesCS5A02G457200","ME120","antiquewhite4"
"44052","TraesCS5A02G457400","ME178","royalblue"
"44053","TraesCS5A02G457500","ME90","antiquewhite4"
"44054","TraesCS5A02G458100","ME101","darkred"
"44055","TraesCS5A02G458400","ME39","lightsteelblue1"
"44056","TraesCS5A02G458500","ME149","firebrick4"
"44057","TraesCS5A02G458900","ME53","antiquewhite4"
"44058","TraesCS5A02G459200","ME55","firebrick4"
"44059","TraesCS5A02G459300","ME45","grey60"
"44060","TraesCS5A02G459400","ME14","magenta4"
"44061","TraesCS5A02G459900","ME107","royalblue"
"44062","TraesCS5A02G460000","ME162","deeppink"
"44063","TraesCS5A02G460100","ME17","orange"
"44064","TraesCS5A02G460200","ME78","firebrick4"
"44065","TraesCS5A02G460300","ME13","brown"
"44066","TraesCS5A02G460400","ME43","brown"
"44067","TraesCS5A02G460500","ME48","darkred"
"44068","TraesCS5A02G460600","ME129","lightpink2"
"44069","TraesCS5A02G460700","ME25","cyan"
"44070","TraesCS5A02G460800","ME37","orange"
"44071","TraesCS5A02G460900","ME65","brown"
"44072","TraesCS5A02G461000","ME12","green3"
"44073","TraesCS5A02G461100","ME77","brown"
"44074","TraesCS5A02G461300","ME1","darkred"
"44075","TraesCS5A02G461400","ME82","brown"
"44076","TraesCS5A02G461500","ME20","antiquewhite4"
"44077","TraesCS5A02G462000","ME150","darkolivegreen"
"44078","TraesCS5A02G462100","ME50","antiquewhite4"
"44079","TraesCS5A02G462700","ME68","darkseagreen"
"44080","TraesCS5A02G462900","ME97","brown"
"44081","TraesCS5A02G463000","ME163","brown"
"44082","TraesCS5A02G463100","ME31","brown"
"44083","TraesCS5A02G463200","ME119","firebrick4"
"44084","TraesCS5A02G463300","ME27","darkred"
"44085","TraesCS5A02G463400","ME167","wheat3"
"44086","TraesCS5A02G463500","ME100","brown"
"44087","TraesCS5A02G463600","ME139","brown"
"44088","TraesCS5A02G463700","ME96","antiquewhite4"
"44089","TraesCS5A02G464600","ME103","sienna3"
"44090","TraesCS5A02G464700","ME122","darkred"
"44091","TraesCS5A02G464800","ME32","darkred"
"44092","TraesCS5A02G464900","ME91","darkred"
"44093","TraesCS5A02G465000","ME140","ivory"
"44094","TraesCS5A02G465100","ME165","antiquewhite4"
"44095","TraesCS5A02G465200","ME81","darkred"
"44096","TraesCS5A02G465500","ME121","green3"
"44097","TraesCS5A02G465700","ME42","darkred"
"44098","TraesCS5A02G466100","ME125","antiquewhite4"
"44099","TraesCS5A02G466200","ME19","lightpink2"
"44100","TraesCS5A02G466300","ME111","cyan"
"44101","TraesCS5A02G466500","ME15","blue2"
"44102","TraesCS5A02G466600","ME133","brown"
"44103","TraesCS5A02G466700","ME177","ivory"
"44104","TraesCS5A02G466800","ME47","antiquewhite4"
"44105","TraesCS5A02G467000","ME28","firebrick2"
"44106","TraesCS5A02G467100","ME156","antiquewhite4"
"44107","TraesCS5A02G467200","ME51","darkred"
"44108","TraesCS5A02G467300","ME113","darkmagenta"
"44109","TraesCS5A02G467400","ME49","brown"
"44110","TraesCS5A02G467500","ME69","antiquewhite4"
"44111","TraesCS5A02G467600","ME76","bisque4"
"44112","TraesCS5A02G467700","ME58","darkred"
"44113","TraesCS5A02G467800","ME64","green3"
"44114","TraesCS5A02G467900","ME35","brown3"
"44115","TraesCS5A02G468000","ME70","antiquewhite4"
"44116","TraesCS5A02G468300","ME29","brown"
"44117","TraesCS5A02G468400","ME157","ivory"
"44118","TraesCS5A02G468600","ME21","antiquewhite4"
"44119","TraesCS5A02G468700","ME73","darkolivegreen"
"44120","TraesCS5A02G468800","ME57","darkred"
"44121","TraesCS5A02G469000","ME181","bisque4"
"44122","TraesCS5A02G469100","ME34","salmon2"
"44123","TraesCS5A02G469200","ME56","antiquewhite4"
"44124","TraesCS5A02G469300","ME179","antiquewhite4"
"44125","TraesCS5A02G469400","ME5","antiquewhite4"
"44126","TraesCS5A02G469600","ME120","antiquewhite4"
"44127","TraesCS5A02G469700","ME178","antiquewhite4"
"44128","TraesCS5A02G469800","ME90","brown"
"44129","TraesCS5A02G469900","ME101","orangered3"
"44130","TraesCS5A02G470000","ME39","antiquewhite4"
"44131","TraesCS5A02G470400","ME149","lightcyan1"
"44132","TraesCS5A02G470500","ME53","pink4"
"44133","TraesCS5A02G470800","ME55","darkorange2"
"44134","TraesCS5A02G470900","ME45","blue2"
"44135","TraesCS5A02G471100","ME14","antiquewhite4"
"44136","TraesCS5A02G471700","ME107","lightblue4"
"44137","TraesCS5A02G472000","ME162","antiquewhite4"
"44138","TraesCS5A02G472100","ME17","brown"
"44139","TraesCS5A02G472200","ME78","darkseagreen"
"44140","TraesCS5A02G472300","ME13","lightpink2"
"44141","TraesCS5A02G472500","ME43","antiquewhite4"
"44142","TraesCS5A02G472600","ME48","darkred"
"44143","TraesCS5A02G472700","ME129","ivory"
"44144","TraesCS5A02G472800","ME25","brown"
"44145","TraesCS5A02G472900","ME37","antiquewhite4"
"44146","TraesCS5A02G473200","ME65","darkred"
"44147","TraesCS5A02G473300","ME12","darkred"
"44148","TraesCS5A02G473400","ME77","antiquewhite4"
"44149","TraesCS5A02G473600","ME1","antiquewhite4"
"44150","TraesCS5A02G473700","ME82","antiquewhite4"
"44151","TraesCS5A02G473800","ME20","darkred"
"44152","TraesCS5A02G474200","ME150","darkolivegreen"
"44153","TraesCS5A02G474300","ME50","darkred"
"44154","TraesCS5A02G474400","ME68","brown"
"44155","TraesCS5A02G474500","ME97","brown"
"44156","TraesCS5A02G474600","ME163","orangered3"
"44157","TraesCS5A02G474900","ME31","royalblue3"
"44158","TraesCS5A02G475100","ME119","darkred"
"44159","TraesCS5A02G475200","ME27","antiquewhite4"
"44160","TraesCS5A02G475300","ME167","royalblue"
"44161","TraesCS5A02G475400","ME100","salmon"
"44162","TraesCS5A02G475600","ME139","salmon"
"44163","TraesCS5A02G475700","ME96","orangered3"
"44164","TraesCS5A02G475800","ME103","antiquewhite4"
"44165","TraesCS5A02G475900","ME122","plum3"
"44166","TraesCS5A02G476000","ME32","skyblue"
"44167","TraesCS5A02G476300","ME91","antiquewhite4"
"44168","TraesCS5A02G476400","ME140","antiquewhite4"
"44169","TraesCS5A02G476600","ME165","aliceblue"
"44170","TraesCS5A02G476700","ME81","honeydew1"
"44171","TraesCS5A02G476800","ME121","green3"
"44172","TraesCS5A02G477100","ME42","lightsteelblue1"
"44173","TraesCS5A02G477300","ME125","brown"
"44174","TraesCS5A02G477400","ME19","antiquewhite4"
"44175","TraesCS5A02G477500","ME111","royalblue"
"44176","TraesCS5A02G477800","ME15","lightsteelblue1"
"44177","TraesCS5A02G477900","ME133","lightpink2"
"44178","TraesCS5A02G478300","ME177","brown"
"44179","TraesCS5A02G478500","ME47","darkred"
"44180","TraesCS5A02G478600","ME28","magenta4"
"44181","TraesCS5A02G478700","ME156","darkseagreen"
"44182","TraesCS5A02G478800","ME51","lightsteelblue"
"44183","TraesCS5A02G478900","ME113","brown"
"44184","TraesCS5A02G479100","ME49","darkred"
"44185","TraesCS5A02G479300","ME69","antiquewhite4"
"44186","TraesCS5A02G479400","ME76","antiquewhite4"
"44187","TraesCS5A02G479600","ME58","bisque4"
"44188","TraesCS5A02G480000","ME64","coral3"
"44189","TraesCS5A02G480100","ME35","ivory"
"44190","TraesCS5A02G480200","ME70","antiquewhite4"
"44191","TraesCS5A02G480300","ME29","green3"
"44192","TraesCS5A02G480400","ME157","skyblue"
"44193","TraesCS5A02G480500","ME21","plum3"
"44194","TraesCS5A02G480600","ME73","orangered4"
"44195","TraesCS5A02G480700","ME57","salmon"
"44196","TraesCS5A02G480900","ME181","magenta4"
"44197","TraesCS5A02G481000","ME34","magenta3"
"44198","TraesCS5A02G481100","ME56","maroon"
"44199","TraesCS5A02G481300","ME179","brown"
"44200","TraesCS5A02G481400","ME5","antiquewhite4"
"44201","TraesCS5A02G481500","ME120","brown"
"44202","TraesCS5A02G482000","ME178","antiquewhite4"
"44203","TraesCS5A02G482100","ME90","lightsteelblue1"
"44204","TraesCS5A02G482200","ME101","darkred"
"44205","TraesCS5A02G482400","ME39","lightblue4"
"44206","TraesCS5A02G482600","ME149","orangered1"
"44207","TraesCS5A02G482700","ME53","plum4"
"44208","TraesCS5A02G482800","ME55","antiquewhite4"
"44209","TraesCS5A02G482900","ME45","brown"
"44210","TraesCS5A02G483200","ME14","antiquewhite4"
"44211","TraesCS5A02G483300","ME107","brown"
"44212","TraesCS5A02G483400","ME162","darkred"
"44213","TraesCS5A02G483500","ME17","antiquewhite4"
"44214","TraesCS5A02G483600","ME78","darkolivegreen"
"44215","TraesCS5A02G483800","ME13","plum2"
"44216","TraesCS5A02G484200","ME43","brown"
"44217","TraesCS5A02G484300","ME48","coral3"
"44218","TraesCS5A02G484600","ME129","brown"
"44219","TraesCS5A02G484700","ME25","brown"
"44220","TraesCS5A02G484800","ME37","bisque4"
"44221","TraesCS5A02G485000","ME65","mediumpurple"
"44222","TraesCS5A02G485100","ME12","antiquewhite4"
"44223","TraesCS5A02G485200","ME77","ivory"
"44224","TraesCS5A02G485300","ME1","antiquewhite4"
"44225","TraesCS5A02G485600","ME82","grey60"
"44226","TraesCS5A02G485700","ME20","firebrick2"
"44227","TraesCS5A02G486000","ME150","darkred"
"44228","TraesCS5A02G486100","ME50","antiquewhite4"
"44229","TraesCS5A02G486200","ME68","darkred"
"44230","TraesCS5A02G486300","ME97","brown"
"44231","TraesCS5A02G486400","ME163","brown"
"44232","TraesCS5A02G486600","ME31","brown"
"44233","TraesCS5A02G486700","ME119","darkolivegreen"
"44234","TraesCS5A02G486800","ME27","brown"
"44235","TraesCS5A02G487000","ME167","darkseagreen"
"44236","TraesCS5A02G487100","ME100","antiquewhite4"
"44237","TraesCS5A02G487200","ME139","green3"
"44238","TraesCS5A02G487400","ME96","darkseagreen"
"44239","TraesCS5A02G487500","ME103","magenta3"
"44240","TraesCS5A02G487700","ME122","lightpink2"
"44241","TraesCS5A02G487800","ME32","lavenderblush3"
"44242","TraesCS5A02G487900","ME91","green3"
"44243","TraesCS5A02G488000","ME140","antiquewhite4"
"44244","TraesCS5A02G488100","ME165","darkorange2"
"44245","TraesCS5A02G488200","ME81","darkseagreen"
"44246","TraesCS5A02G488400","ME121","cyan"
"44247","TraesCS5A02G488500","ME42","brown"
"44248","TraesCS5A02G488600","ME125","firebrick4"
"44249","TraesCS5A02G488700","ME19","darkolivegreen"
"44250","TraesCS5A02G488800","ME111","antiquewhite4"
"44251","TraesCS5A02G488900","ME15","antiquewhite4"
"44252","TraesCS5A02G489000","ME133","darkred"
"44253","TraesCS5A02G489100","ME177","brown"
"44254","TraesCS5A02G489800","ME47","grey60"
"44255","TraesCS5A02G490100","ME28","brown"
"44256","TraesCS5A02G490200","ME156","firebrick4"
"44257","TraesCS5A02G490500","ME51","coral4"
"44258","TraesCS5A02G490600","ME113","indianred1"
"44259","TraesCS5A02G490700","ME49","honeydew1"
"44260","TraesCS5A02G490800","ME69","darkred"
"44261","TraesCS5A02G491000","ME76","darkred"
"44262","TraesCS5A02G491100","ME58","antiquewhite4"
"44263","TraesCS5A02G491200","ME64","lightpink2"
"44264","TraesCS5A02G491400","ME35","antiquewhite4"
"44265","TraesCS5A02G491500","ME70","darkseagreen"
"44266","TraesCS5A02G491800","ME29","plum3"
"44267","TraesCS5A02G491900","ME157","antiquewhite4"
"44268","TraesCS5A02G492000","ME21","ivory"
"44269","TraesCS5A02G492100","ME73","orange"
"44270","TraesCS5A02G492200","ME57","antiquewhite4"
"44271","TraesCS5A02G492300","ME181","lightsteelblue1"
"44272","TraesCS5A02G492600","ME34","lightblue4"
"44273","TraesCS5A02G492900","ME56","antiquewhite4"
"44274","TraesCS5A02G493100","ME179","tan"
"44275","TraesCS5A02G493200","ME5","sienna3"
"44276","TraesCS5A02G493300","ME120","brown"
"44277","TraesCS5A02G493400","ME178","brown"
"44278","TraesCS5A02G493500","ME90","darkseagreen"
"44279","TraesCS5A02G493700","ME101","aliceblue"
"44280","TraesCS5A02G493800","ME39","firebrick4"
"44281","TraesCS5A02G493900","ME149","firebrick4"
"44282","TraesCS5A02G494100","ME53","darkred"
"44283","TraesCS5A02G494200","ME55","brown"
"44284","TraesCS5A02G494400","ME45","brown"
"44285","TraesCS5A02G494500","ME14","antiquewhite4"
"44286","TraesCS5A02G494600","ME107","brown"
"44287","TraesCS5A02G494700","ME162","lightpink2"
"44288","TraesCS5A02G494800","ME17","brown"
"44289","TraesCS5A02G495000","ME78","coral4"
"44290","TraesCS5A02G495100","ME13","brown"
"44291","TraesCS5A02G495200","ME43","brown"
"44292","TraesCS5A02G495300","ME48","magenta4"
"44293","TraesCS5A02G495700","ME129","antiquewhite4"
"44294","TraesCS5A02G496000","ME25","mediumpurple1"
"44295","TraesCS5A02G496200","ME37","brown"
"44296","TraesCS5A02G496400","ME65","antiquewhite4"
"44297","TraesCS5A02G496700","ME12","lightpink2"
"44298","TraesCS5A02G496900","ME77","antiquewhite4"
"44299","TraesCS5A02G497000","ME1","darkolivegreen"
"44300","TraesCS5A02G497100","ME82","brown"
"44301","TraesCS5A02G497200","ME20","darkseagreen"
"44302","TraesCS5A02G497300","ME150","darkseagreen"
"44303","TraesCS5A02G497400","ME50","darkseagreen"
"44304","TraesCS5A02G497600","ME68","magenta4"
"44305","TraesCS5A02G497800","ME97","brown"
"44306","TraesCS5A02G497900","ME163","lightpink2"
"44307","TraesCS5A02G498000","ME31","firebrick4"
"44308","TraesCS5A02G498100","ME119","darkolivegreen"
"44309","TraesCS5A02G498200","ME27","antiquewhite4"
"44310","TraesCS5A02G498300","ME167","darkolivegreen"
"44311","TraesCS5A02G498400","ME100","antiquewhite4"
"44312","TraesCS5A02G498500","ME139","antiquewhite4"
"44313","TraesCS5A02G498700","ME96","brown"
"44314","TraesCS5A02G498800","ME103","orangered3"
"44315","TraesCS5A02G498900","ME122","darkred"
"44316","TraesCS5A02G499100","ME32","lightpink4"
"44317","TraesCS5A02G499300","ME91","brown"
"44318","TraesCS5A02G499400","ME140","lightsteelblue1"
"44319","TraesCS5A02G499900","ME165","brown"
"44320","TraesCS5A02G500000","ME81","pink3"
"44321","TraesCS5A02G500100","ME121","brown"
"44322","TraesCS5A02G500400","ME42","brown"
"44323","TraesCS5A02G500500","ME125","brown"
"44324","TraesCS5A02G500600","ME19","brown"
"44325","TraesCS5A02G500700","ME111","brown"
"44326","TraesCS5A02G501000","ME15","brown"
"44327","TraesCS5A02G501100","ME133","brown"
"44328","TraesCS5A02G501200","ME177","antiquewhite4"
"44329","TraesCS5A02G501400","ME47","green4"
"44330","TraesCS5A02G501500","ME28","darkolivegreen2"
"44331","TraesCS5A02G501700","ME156","brown"
"44332","TraesCS5A02G501800","ME51","brown"
"44333","TraesCS5A02G501900","ME113","palevioletred1"
"44334","TraesCS5A02G502000","ME49","lightcyan1"
"44335","TraesCS5A02G502100","ME69","antiquewhite4"
"44336","TraesCS5A02G502500","ME76","antiquewhite4"
"44337","TraesCS5A02G502600","ME58","darkred"
"44338","TraesCS5A02G502700","ME64","brown"
"44339","TraesCS5A02G502900","ME35","orange"
"44340","TraesCS5A02G503000","ME70","aliceblue"
"44341","TraesCS5A02G503200","ME29","antiquewhite4"
"44342","TraesCS5A02G503500","ME157","aliceblue"
"44343","TraesCS5A02G503700","ME21","plum2"
"44344","TraesCS5A02G503800","ME73","antiquewhite4"
"44345","TraesCS5A02G503900","ME57","firebrick4"
"44346","TraesCS5A02G504500","ME181","brown"
"44347","TraesCS5A02G504600","ME34","brown"
"44348","TraesCS5A02G504700","ME56","brown"
"44349","TraesCS5A02G504800","ME179","brown"
"44350","TraesCS5A02G504900","ME5","green4"
"44351","TraesCS5A02G505000","ME120","ivory"
"44352","TraesCS5A02G505300","ME178","grey60"
"44353","TraesCS5A02G505400","ME90","deeppink"
