"seqname","source","feature","start","end","score","strand","frame","attribute","gene_id","description","go_term"
"chr4D","IWGSC_v1.1_201706","gene",15856327,15858530,"63","-",".","ID=TraesCS4D02G035000;previous_id=TraesCS4D01G035000;Name=TraesCS4D02G035000;primconf=HC","TraesCS4D02G035000","","copper ion binding; oxidoreductase activity"
"chr4D","IWGSC_v1.1_201706","gene",15871106,15877068,"62","-",".","ID=TraesCS4D02G035100;previous_id=TraesCS4D01G035100;Name=TraesCS4D02G035100;primconf=HC","TraesCS4D02G035100","Lipoxygenase [Source:UniProtKB/TrEMBL;Acc:W5ETH6]","metal ion binding; oxidoreductase activity; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; oxylipin biosynthetic process; protein binding; lipid oxidation"
"chr4D","IWGSC_v1.1_201706","gene",15911931,15916180,"61","-",".","ID=TraesCS4D02G035200;previous_id=TraesCS4D01G035200;Name=TraesCS4D02G035200;primconf=HC","TraesCS4D02G035200","","metal ion binding; oxidoreductase activity; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; protein binding; lipid oxidation"
"chr4D","IWGSC_v1.1_201706","gene",15927016,15929136,"62","-",".","ID=TraesCS4D02G035300;previous_id=TraesCS4D01G035300;Name=TraesCS4D02G035300;primconf=HC","TraesCS4D02G035300","","protein binding"
"chr4D","IWGSC_v1.1_201706","gene",15962173,15963076,"44","-",".","ID=TraesCS4D02G035400;previous_id=TraesCS4D01G035400;Name=TraesCS4D02G035400;primconf=HC","TraesCS4D02G035400","","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",15963890,15967257,"60","-",".","ID=TraesCS4D02G035500;curating_team=IWGSC_steinn;manually_curated=yes;derived_from=TraesCS4D01G035500,PPRFinder_931;Name=TraesCS4D02G035500;primconf=HC","TraesCS4D02G035500","","RNA binding; RNA modification; protein binding"
"chr4D","IWGSC_v1.1_201706","gene",16006790,16009391,"62","-",".","ID=TraesCS4D02G035600;previous_id=TraesCS4D01G035600;Name=TraesCS4D02G035600;primconf=HC","TraesCS4D02G035600","","GO_0016021; chloroplast"
"chr4D","IWGSC_v1.1_201706","gene",16016531,16019492,"62","-",".","ID=TraesCS4D02G035700;previous_id=TraesCS4D01G035700;Name=TraesCS4D02G035700;primconf=HC","TraesCS4D02G035700","","hydrolase activity"
"chr4D","IWGSC_v1.1_201706","gene",16020855,16022009,"50","+",".","ID=TraesCS4D02G035800;previous_id=TraesCS4D01G035800;Name=TraesCS4D02G035800;primconf=HC","TraesCS4D02G035800","","spliceosomal complex; RNA splicing"
"chr4D","IWGSC_v1.1_201706","gene",16052840,16063288,"61","-",".","ID=TraesCS4D02G035900;previous_id=TraesCS4D01G035900;Name=TraesCS4D02G035900;primconf=HC","TraesCS4D02G035900","","protein import into nucleus; protein binding; nucleus; cytoplasm"
"chr4D","IWGSC_v1.1_201706","gene",16098177,16105037,"33","-",".","ID=TraesCS4D02G036000;previous_id=TraesCS4D01G036000;Name=TraesCS4D02G036000;primconf=HC","TraesCS4D02G036000","","metal ion transport; membrane; metal ion transmembrane transporter activity; GO_0016021; intracellular anatomical structure; ethylene-activated signaling pathway"
"chr4D","IWGSC_v1.1_201706","gene",16146441,16147710,"56","+",".","ID=TraesCS4D02G036100;previous_id=TraesCS4D01G036100;Name=TraesCS4D02G036100;primconf=HC","TraesCS4D02G036100","ELO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:I3NM07]","GO_0016021; membrane; fatty acid biosynthetic process; transferase activity; fatty acid metabolic process; sphingolipid biosynthetic process; very long-chain fatty acid biosynthetic process; fatty acid elongase activity; fatty acid elongation, saturated fatty acid; fatty acid elongation, monounsaturated fatty acid; fatty acid elongation, polyunsaturated fatty acid"
"chr4D","IWGSC_v1.1_201706","gene",16150352,16153313,"60","+",".","ID=TraesCS4D02G036200;previous_id=TraesCS4D01G036200;Name=TraesCS4D02G036200;primconf=HC","TraesCS4D02G036200","",""
"chr4D","IWGSC_v1.1_201706","gene",16154026,16154899,"49","+",".","ID=TraesCS4D02G036300;previous_id=TraesCS4D01G036300;Name=TraesCS4D02G036300;primconf=HC","TraesCS4D02G036300","DUF1764 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:I3NM05]",""
"chr4D","IWGSC_v1.1_201706","gene",16231200,16235987,"56","-",".","ID=TraesCS4D02G036400;previous_id=TraesCS4D01G036400;Name=TraesCS4D02G036400;primconf=HC","TraesCS4D02G036400","Putative ethylene receptor [Source:UniProtKB/TrEMBL;Acc:I3NM52]","GO_0016021; intracellular anatomical structure; signal transduction; phosphorelay sensor kinase activity; transferase activity, transferring phosphorus-containing groups; endoplasmic reticulum membrane; endoplasmic reticulum; membrane; phosphorylation; ethylene binding; ethylene-activated signaling pathway; ethylene receptor activity; protein binding; protein kinase activity; negative regulation of ethylene-activated signaling pathway"
"chr4D","IWGSC_v1.1_201706","gene",16244817,16251468,"42","+",".","ID=TraesCS4D02G036500;previous_id=TraesCS4D01G036500;Name=TraesCS4D02G036500;primconf=HC","TraesCS4D02G036500","Phosphatidylinositol 4-phosphate 5-kinase [Source:UniProtKB/TrEMBL;Acc:A0A341UDC0]","ATP binding; 1-phosphatidylinositol-4-phosphate 5-kinase activity; membrane; nucleotide binding; kinase activity; phosphorylation; transferase activity; phosphatidylinositol metabolic process; phosphatidylinositol kinase activity"
"chr4D","IWGSC_v1.1_201706","gene",16252285,16253234,"40","+",".","ID=TraesCS4D02G036600;previous_id=TraesCS4D01G036600;Name=TraesCS4D02G036600;primconf=HC","TraesCS4D02G036600","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16256840,16261317,"43","+",".","ID=TraesCS4D02G036700;previous_id=TraesCS4D01G036700;Name=TraesCS4D02G036700;primconf=HC","TraesCS4D02G036700","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16260207,16260653,"27","+",".","ID=TraesCS4D02G036800;previous_id=TraesCS4D01G036800;Name=TraesCS4D02G036800;primconf=HC","TraesCS4D02G036800","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16264532,16265637,"35","+",".","ID=TraesCS4D02G036900;previous_id=TraesCS4D01G036900;Name=TraesCS4D02G036900;primconf=HC","TraesCS4D02G036900","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16301263,16302368,"38","+",".","ID=TraesCS4D02G037000;previous_id=TraesCS4D01G037000;Name=TraesCS4D02G037000;primconf=HC","TraesCS4D02G037000","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16305621,16306726,"34","+",".","ID=TraesCS4D02G037100;previous_id=TraesCS4D01G037100;Name=TraesCS4D02G037100;primconf=HC","TraesCS4D02G037100","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16326502,16327607,"43","+",".","ID=TraesCS4D02G037200;previous_id=TraesCS4D01G037200;Name=TraesCS4D02G037200;primconf=HC","TraesCS4D02G037200","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16331015,16332120,"39","+",".","ID=TraesCS4D02G037300;previous_id=TraesCS4D01G037300;Name=TraesCS4D02G037300;primconf=HC","TraesCS4D02G037300","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16334772,16335870,"34","+",".","ID=TraesCS4D02G037400;previous_id=TraesCS4D01G037400;Name=TraesCS4D02G037400;primconf=HC","TraesCS4D02G037400","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16345904,16347009,"38","+",".","ID=TraesCS4D02G037500;previous_id=TraesCS4D01G037500;Name=TraesCS4D02G037500;primconf=HC","TraesCS4D02G037500","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16353367,16353819,"31","+",".","ID=TraesCS4D02G037600;previous_id=TraesCS4D01G037600;Name=TraesCS4D02G037600;primconf=HC","TraesCS4D02G037600","","cysteine-type peptidase activity; proteolysis"
"chr4D","IWGSC_v1.1_201706","gene",16355471,16361346,"61","-",".","ID=TraesCS4D02G037700;previous_id=TraesCS4D01G037700;Name=TraesCS4D02G037700;primconf=HC","TraesCS4D02G037700","",""
"chr4D","IWGSC_v1.1_201706","gene",16365105,16367240,"52","-",".","ID=TraesCS4D02G037800;previous_id=TraesCS4D01G037800;Name=TraesCS4D02G037800;primconf=HC","TraesCS4D02G037800","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A341UDD4]","UDP-glycosyltransferase activity"
"chr4D","IWGSC_v1.1_201706","gene",16368244,16370110,"50","-",".","ID=TraesCS4D02G037900;previous_id=TraesCS4D01G037900;Name=TraesCS4D02G037900;primconf=HC","TraesCS4D02G037900","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:W5ESG0]","hexosyltransferase activity; UDP-glycosyltransferase activity"
"chr4D","IWGSC_v1.1_201706","gene",16427041,16427646,"37","-",".","ID=TraesCS4D02G038000;previous_id=TraesCS4D01G038000;Name=TraesCS4D02G038000;primconf=HC","TraesCS4D02G038000","",""
"chr4D","IWGSC_v1.1_201706","gene",16447199,16449343,"43","-",".","ID=TraesCS4D02G038100;previous_id=TraesCS4D01G038100;Name=TraesCS4D02G038100;primconf=HC","TraesCS4D02G038100","","GO_0016021; protein binding"
"chr4D","IWGSC_v1.1_201706","gene",16533507,16539743,"62","+",".","ID=TraesCS4D02G038200;previous_id=TraesCS4D01G038200;Name=TraesCS4D02G038200;primconf=HC","TraesCS4D02G038200","","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",16542516,16544822,"47","+",".","ID=TraesCS4D02G038300;previous_id=TraesCS4D01G038300;Name=TraesCS4D02G038300;primconf=HC","TraesCS4D02G038300","Putative eukaryotic peptide chain release factor subunit 1-3 [Source:UniProtKB/TrEMBL;Acc:I3NM28]","cytoplasm; translation release factor activity; translation; translational termination; cytosol; cytoplasmic translational termination; translation release factor complex; translation release factor activity, codon specific; sequence-specific mRNA binding; regulation of gene expression; macromolecule metabolic process; cellular nitrogen compound metabolic process"
"chr4D","IWGSC_v1.1_201706","gene",16584270,16585255,"50","-",".","ID=TraesCS4D02G038400;previous_id=TraesCS4D01G038400;Name=TraesCS4D02G038400;primconf=HC","TraesCS4D02G038400","","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",16585262,16589394,"62","-",".","ID=TraesCS4D02G038500;previous_id=TraesCS4D01G038500;Name=TraesCS4D02G038500;primconf=HC","TraesCS4D02G038500","Putative non-cyanogenic beta-glucosidase [Source:UniProtKB/TrEMBL;Acc:I3NM30]","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; beta-glucosidase activity; DIMBOA glucoside beta-D-glucosidase activity"
"chr4D","IWGSC_v1.1_201706","gene",16606853,16610842,"62","-",".","ID=TraesCS4D02G038600;previous_id=TraesCS4D01G038600;Name=TraesCS4D02G038600;primconf=HC","TraesCS4D02G038600","","hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; GO_0016021; beta-galactosidase activity; beta-gentiobiose beta-glucosidase activity; cellobiose glucosidase activity; beta-L-arabinosidase activity; beta-D-fucosidase activity; beta-mannosidase activity; glucan exo-1,3-beta-glucosidase activity; beta-glucosidase activity; hydrolase activity; DIMBOA glucoside beta-D-glucosidase activity"
"chr4D","IWGSC_v1.1_201706","gene",16642895,16644823,"62","-",".","ID=TraesCS4D02G038700;previous_id=TraesCS4D01G038700;Name=TraesCS4D02G038700;primconf=HC","TraesCS4D02G038700","","nucleus; nucleic acid binding; zinc ion binding; metal ion binding"
"chr4D","IWGSC_v1.1_201706","gene",16650029,16654353,"52","-",".","ID=TraesCS4D02G038800;previous_id=TraesCS4D01G038800;Name=TraesCS4D02G038800;primconf=HC","TraesCS4D02G038800","","membrane"
"chr4D","IWGSC_v1.1_201706","gene",16655046,16661666,"61","-",".","ID=TraesCS4D02G038900;previous_id=TraesCS4D01G038900;Name=TraesCS4D02G038900;primconf=HC","TraesCS4D02G038900","","ATP binding; protein kinase activity; protein phosphorylation"
"chr4D","IWGSC_v1.1_201706","gene",16793491,16796911,"62","+",".","ID=TraesCS4D02G039000;previous_id=TraesCS4D01G039000;Name=TraesCS4D02G039000;primconf=HC","TraesCS4D02G039000","Putative membrane protein [Source:UniProtKB/TrEMBL;Acc:I3NM59]","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",16797473,16799127,"62","+",".","ID=TraesCS4D02G039100;previous_id=TraesCS4D01G039100;Name=TraesCS4D02G039100;primconf=HC","TraesCS4D02G039100","Putative 30S ribosomal protein S13 [Source:UniProtKB/TrEMBL;Acc:I3NM60]","nucleic acid binding; RNA binding; structural constituent of ribosome; translation; ribosome; ribonucleoprotein complex; mitochondrion; small ribosomal subunit"
"chr4D","IWGSC_v1.1_201706","gene",16799419,16802059,"58","+",".","ID=TraesCS4D02G039200;previous_id=TraesCS4D01G039200;Name=TraesCS4D02G039200;primconf=HC","TraesCS4D02G039200","",""
"chr4D","IWGSC_v1.1_201706","gene",16806720,16813460,"61","-",".","ID=TraesCS4D02G039300;previous_id=TraesCS4D01G039300;Name=TraesCS4D02G039300;primconf=HC","TraesCS4D02G039300","SET domain group 37 [Source:Projected from Arabidopsis thaliana (AT2G17900) TAIR;Acc:AT2G17900]","metal ion binding; protein binding"
"chr4D","IWGSC_v1.1_201706","gene",16813632,16819953,"55","+",".","ID=TraesCS4D02G039400;previous_id=TraesCS4D01G039400;Name=TraesCS4D02G039400;primconf=HC","TraesCS4D02G039400","At1g77720 [Source:Projected from Arabidopsis thaliana (AT1G77720) UniProtKB/TrEMBL;Acc:Q84VX4]","ATP binding; protein kinase activity; mitotic cell cycle checkpoint signaling; chromosome separation; protein serine/threonine/tyrosine kinase activity; protein phosphorylation; protein serine/threonine kinase activity; protein autophosphorylation; nucleotide binding; kinase activity; phosphorylation; transferase activity"
"chr4D","IWGSC_v1.1_201706","gene",16914929,16924027,"61","+",".","ID=TraesCS4D02G039500;previous_id=TraesCS4D01G039500;Name=TraesCS4D02G039500;primconf=HC","TraesCS4D02G039500","","lipid binding"
"chr4D","IWGSC_v1.1_201706","gene",16924744,16925549,"36","+",".","ID=TraesCS4D02G039600;previous_id=TraesCS4D01G039600;Name=TraesCS4D02G039600;primconf=HC","TraesCS4D02G039600","",""
"chr4D","IWGSC_v1.1_201706","gene",17248834,17253240,"57","-",".","ID=TraesCS4D02G039700;previous_id=TraesCS4D01G039700;Name=TraesCS4D02G039700;primconf=HC","TraesCS4D02G039700","Phosphatidylinositol 4-phosphate 5-kinase [Source:UniProtKB/TrEMBL;Acc:A0A341UDF6]","ATP binding; 1-phosphatidylinositol-4-phosphate 5-kinase activity; phosphatidylinositol metabolic process; phosphatidylinositol kinase activity"
"chr4D","IWGSC_v1.1_201706","gene",17491331,17492608,"31","+",".","ID=TraesCS4D02G039800;previous_id=TraesCS4D01G039800;Name=TraesCS4D02G039800;primconf=HC","TraesCS4D02G039800","",""
"chr4D","IWGSC_v1.1_201706","gene",17765376,17767333,"60","-",".","ID=TraesCS4D02G039900;previous_id=TraesCS4D01G039900;Name=TraesCS4D02G039900;primconf=HC","TraesCS4D02G039900","",""
"chr4D","IWGSC_v1.1_201706","gene",17859801,17865189,"58","-",".","ID=TraesCS4D02G040000;previous_id=TraesCS4D01G040000;Name=TraesCS4D02G040000;primconf=HC","TraesCS4D02G040000","RuvB-like helicase [Source:UniProtKB/TrEMBL;Acc:A0A341U9H9]","ATP binding; ATP hydrolysis activity; ATP-dependent activity, acting on DNA"
"chr4D","IWGSC_v1.1_201706","gene",18463838,18472387,"50","+",".","ID=TraesCS4D02G040100;previous_id=TraesCS4D01G040100;Name=TraesCS4D02G040100;primconf=HC","TraesCS4D02G040100","Teosinte branched 1 protein [Source:UniProtKB/TrEMBL;Acc:A0A1D6RZW0]","DNA-binding transcription factor activity; DNA-templated transcription; nucleus; DNA binding; regulation of DNA-templated transcription; sequence-specific DNA binding; regulation of secondary shoot formation"
"chr4D","IWGSC_v1.1_201706","gene",18688931,18698103,"60","-",".","ID=TraesCS4D02G040200;previous_id=TraesCS4D01G040200;Name=TraesCS4D02G040200;primconf=HC","TraesCS4D02G040200","","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",18723885,18726825,"61","+",".","ID=TraesCS4D02G040300;previous_id=TraesCS4D01G040300;Name=TraesCS4D02G040300;primconf=HC","TraesCS4D02G040300","Integral membrane protein [Source:UniProtKB/TrEMBL;Acc:M1FWA5]","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",18781062,18782933,"60","+",".","ID=TraesCS4D02G040400;previous_id=TraesCS4D01G040400;Name=TraesCS4D02G040400;primconf=HC","TraesCS4D02G040400","DELLA protein RHT-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ST59]","nucleus; transcription coregulator activity; gibberellic acid mediated signaling pathway; DNA-binding transcription factor activity; sequence-specific DNA binding; regulation of DNA-templated transcription"
"chr4D","IWGSC_v1.1_201706","gene",19154831,19163665,"25","+",".","ID=TraesCS4D02G040500;previous_id=TraesCS4D01G040500;Name=TraesCS4D02G040500;primconf=HC","TraesCS4D02G040500","",""
"chr4D","IWGSC_v1.1_201706","gene",19177456,19188329,"62","-",".","ID=TraesCS4D02G040700;previous_id=TraesCS4D01G040700;Name=TraesCS4D02G040700;primconf=HC","TraesCS4D02G040700","Outer envelope protein 64, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G17970) UniProtKB/Swiss-Prot;Acc:Q9LVH5]","amidase activity; obsolete integral component of chloroplast outer membrane; protein binding"
"chr4D","IWGSC_v1.1_201706","gene",19290662,19292382,"61","+",".","ID=TraesCS4D02G040800;previous_id=TraesCS4D01G040800;Name=TraesCS4D02G040800;primconf=HC","TraesCS4D02G040800","","calcium ion binding; extracellular region; lipid catabolic process; phospholipid metabolic process; phospholipase A2 activity; arachidonic acid secretion"
"chr4D","IWGSC_v1.1_201706","gene",19298982,19302057,"62","-",".","ID=TraesCS4D02G040900;previous_id=TraesCS4D01G040900;Name=TraesCS4D02G040900;primconf=HC","TraesCS4D02G040900","Phytanoyl-CoA dioxygenase [Source:Projected from Arabidopsis thaliana (AT2G01490) UniProtKB/Swiss-Prot;Acc:Q9ZVF6]","plasma membrane; phytanoyl-CoA dioxygenase activity"
"chr4D","IWGSC_v1.1_201706","gene",19339196,19340648,"54","+",".","ID=TraesCS4D02G041000;previous_id=TraesCS4D01G041000;Name=TraesCS4D02G041000;primconf=HC","TraesCS4D02G041000","",""
"chr4D","IWGSC_v1.1_201706","gene",19393841,19398506,"62","+",".","ID=TraesCS4D02G041100;previous_id=TraesCS4D01G041100;Name=TraesCS4D02G041100;primconf=HC","TraesCS4D02G041100","","GO_0016021; cytoplasm; lipid metabolic process; oxidoreductase activity, acting on the CH-CH group of donors"
"chr4D","IWGSC_v1.1_201706","gene",19398540,19399673,"62","-",".","ID=TraesCS4D02G041200;previous_id=TraesCS4D01G041200;Name=TraesCS4D02G041200;primconf=HC","TraesCS4D02G041200","Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1D5Y989]","peptidyl-prolyl cis-trans isomerase activity; isomerase activity"
"chr4D","IWGSC_v1.1_201706","gene",19402285,19403866,"56","+",".","ID=TraesCS4D02G041300;previous_id=TraesCS4D01G041300;Name=TraesCS4D02G041300;primconf=HC","TraesCS4D02G041300","","heme binding; monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; oxidoreductase activity; metal ion binding"
"chr4D","IWGSC_v1.1_201706","gene",19407229,19410164,"60","-",".","ID=TraesCS4D02G041400;previous_id=TraesCS4D01G041400;Name=TraesCS4D02G041400;primconf=HC","TraesCS4D02G041400","","nucleic acid binding; ATP binding; RNA helicase activity"
"chr4D","IWGSC_v1.1_201706","gene",19438912,19444641,"50","-",".","ID=TraesCS4D02G041500;previous_id=TraesCS4D01G041500;Name=TraesCS4D02G041500;primconf=HC","TraesCS4D02G041500","","GO_0016021; myosin binding"
"chr4D","IWGSC_v1.1_201706","gene",19460922,19461815,"51","-",".","ID=TraesCS4D02G041600;previous_id=TraesCS4D01G041600;Name=TraesCS4D02G041600;primconf=HC","TraesCS4D02G041600","","regulation of DNA-templated transcription"
"chr4D","IWGSC_v1.1_201706","gene",19546603,19551912,"53","+",".","ID=TraesCS4D02G041700;previous_id=TraesCS4D01G041700;Name=TraesCS4D02G041700;primconf=HC","TraesCS4D02G041700","","metal ion binding"
"chr4D","IWGSC_v1.1_201706","gene",19552192,19553826,"62","-",".","ID=TraesCS4D02G041800;previous_id=TraesCS4D01G041800;Name=TraesCS4D02G041800;primconf=HC","TraesCS4D02G041800","","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",19641556,19643537,"52","-",".","ID=TraesCS4D02G041900;previous_id=TraesCS4D01G041900;Name=TraesCS4D02G041900;primconf=HC","TraesCS4D02G041900","","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",19676281,19678184,"62","-",".","ID=TraesCS4D02G042000;previous_id=TraesCS4D01G042000;Name=TraesCS4D02G042000;primconf=HC","TraesCS4D02G042000","","GO_0016021; membrane"
"chr4D","IWGSC_v1.1_201706","gene",19685442,19686339,"52","-",".","ID=TraesCS4D02G042100;previous_id=TraesCS4D01G042100;Name=TraesCS4D02G042100;primconf=HC","TraesCS4D02G042100","","electron transfer activity"
"chr4D","IWGSC_v1.1_201706","gene",19687920,19688976,"52","-",".","ID=TraesCS4D02G042200;previous_id=TraesCS4D01G042200;Name=TraesCS4D02G042200;primconf=HC","TraesCS4D02G042200","","electron transfer activity"
"chr4D","IWGSC_v1.1_201706","gene",19752190,19755893,".","-",".","ID=TraesCS4D02G042300;manually_curated=yes;derived_from=TraesCS4D01G042300,TaWAK275_4D-gene;Name=TraesCS4D02G042300;curating_team=IWGSC_Rothamsted","TraesCS4D02G042300","","ATP binding; protein kinase activity; calcium ion binding; polysaccharide binding; cell surface receptor signaling pathway; protein phosphorylation"
"chr4D","IWGSC_v1.1_201706","gene",19774280,19784471,".","+",".","ID=TraesCS4D02G042400;manually_curated=yes;derived_from=TraesCS4D01G042400,TraesCS4D01G042500,TaWAK276_4D-gene;Name=TraesCS4D02G042400;curating_team=IWGSC_Rothamsted","TraesCS4D02G042400","","ATP binding; protein kinase activity; calcium ion binding; polysaccharide binding; cell surface receptor signaling pathway; protein phosphorylation"
"chr4D","IWGSC_v1.1_201706","gene",19887829,19888538,"32","+",".","ID=TraesCS4D02G042600;previous_id=TraesCS4D01G042600;Name=TraesCS4D02G042600;primconf=HC","TraesCS4D02G042600","","structural constituent of ribosome; translation; ribosome; small ribosomal subunit"
"chr4D","IWGSC_v1.1_201706","gene",19900384,19900629,"31","+",".","ID=TraesCS4D02G042700;previous_id=TraesCS4D01G042700;Name=TraesCS4D02G042700;primconf=HC","TraesCS4D02G042700","","proton-transporting ATP synthase complex, coupling factor F(o); proton motive force-driven ATP synthesis; proton transmembrane transporter activity; proton transmembrane transport; proton-transporting two-sector ATPase complex, proton-transporting domain"
"chr4D","IWGSC_v1.1_201706","gene",19901079,19902445,"41","+",".","ID=TraesCS4D02G042800;previous_id=TraesCS4D01G042800;Name=TraesCS4D02G042800;primconf=HC","TraesCS4D02G042800","","proton-transporting ATP synthase complex, coupling factor F(o); proton motive force-driven ATP synthesis; proton transmembrane transporter activity; chloroplast; ATP binding; thylakoid; chloroplast thylakoid membrane; membrane; proton-transporting ATP synthase activity, rotational mechanism; ATP biosynthetic process; monoatomic ion transport; plastid; nucleotide binding; proton transmembrane transport"
"chr4D","IWGSC_v1.1_201706","gene",19903472,19904047,"39","+",".","ID=TraesCS4D02G042900;previous_id=TraesCS4D01G042900;Name=TraesCS4D02G042900;primconf=HC","TraesCS4D02G042900","","ATP binding; proton motive force-driven ATP synthesis; proton-transporting ATP synthase activity, rotational mechanism; proton-transporting ATP synthase complex, catalytic core F(1)"
"chr4D","IWGSC_v1.1_201706","gene",19912118,19912318,"31","+",".","ID=TraesCS4D02G043000;previous_id=TraesCS4D01G043000;Name=TraesCS4D02G043000;primconf=HC","TraesCS4D02G043000","","structural constituent of ribosome; translation; ribosome"
"chr4D","IWGSC_v1.1_201706","gene",19912575,19913087,"41","+",".","ID=TraesCS4D02G043100;previous_id=TraesCS4D01G043100;Name=TraesCS4D02G043100;primconf=HC","TraesCS4D02G043100","","structural constituent of ribosome; translation; ribosome"
"chr4D","IWGSC_v1.1_201706","gene",19917553,19917684,"41","-",".","ID=TraesCS4D02G043200;previous_id=TraesCS4D01G043200;Name=TraesCS4D02G043200;primconf=HC","TraesCS4D02G043200","Protein PsbN [Source:UniProtKB/TrEMBL;Acc:A0A341UFP5]","membrane; photosynthesis"
"chr4D","IWGSC_v1.1_201706","gene",19917788,19918009,"41","+",".","ID=TraesCS4D02G043300;previous_id=TraesCS4D01G043300;Name=TraesCS4D02G043300;primconf=HC","TraesCS4D02G043300","","membrane; photosynthesis; photosystem II; protein stabilization; phosphate ion binding"
"chr4D","IWGSC_v1.1_201706","gene",19920422,19920944,"30","+",".","ID=TraesCS4D02G043400;previous_id=TraesCS4D01G043400;Name=TraesCS4D02G043400;primconf=HC","TraesCS4D02G043400","","oxidoreductase activity; electron transfer activity; membrane; thylakoid membrane; photosynthetic electron transport chain; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity"
"chr4D","IWGSC_v1.1_201706","gene",19921678,19922645,"41","-",".","ID=TraesCS4D02G043500;previous_id=TraesCS4D01G043500;Name=TraesCS4D02G043500;primconf=HC","TraesCS4D02G043500","","DNA-templated transcription; structural constituent of ribosome; translation; ribosome; protein dimerization activity; DNA-directed 5'-3' RNA polymerase activity"
"chr4D","IWGSC_v1.1_201706","gene",19923423,19923928,"44","-",".","ID=TraesCS4D02G043600;previous_id=TraesCS4D01G043600;Name=TraesCS4D02G043600;primconf=HC","TraesCS4D02G043600","","structural constituent of ribosome; translation; ribosome"
"chr4D","IWGSC_v1.1_201706","gene",19927173,19927388,"41","-",".","ID=TraesCS4D02G043700;previous_id=TraesCS4D01G043700;Name=TraesCS4D02G043700;primconf=HC","TraesCS4D02G043700","","RNA binding; structural constituent of ribosome; translation; ribosome; small ribosomal subunit; cytoplasm; ribonucleoprotein complex; cytosolic small ribosomal subunit; ribosomal small subunit assembly; intracellular organelle"
"chr4D","IWGSC_v1.1_201706","gene",19927450,19928834,"33","-",".","ID=TraesCS4D02G043800;previous_id=TraesCS4D01G043800;Name=TraesCS4D02G043800;primconf=HC","TraesCS4D02G043800","","transferase activity; RNA binding; structural constituent of ribosome; translation; large ribosomal subunit; ribosome"
"chr4D","IWGSC_v1.1_201706","gene",19927825,19928925,"43","+",".","ID=TraesCS4D02G044000;previous_id=TraesCS4D01G044000;Name=TraesCS4D02G044000;primconf=HC","TraesCS4D02G044000","","chloroplast"
"chr4D","IWGSC_v1.1_201706","gene",19929063,19929224,"30","+",".","ID=TraesCS4D02G044100;previous_id=TraesCS4D01G044100;Name=TraesCS4D02G044100;primconf=HC","TraesCS4D02G044100","",""
"chr4D","IWGSC_v1.1_201706","gene",19929815,19929955,"31","+",".","ID=TraesCS4D02G044200;previous_id=TraesCS4D01G044200;Name=TraesCS4D02G044200;primconf=HC","TraesCS4D02G044200","",""
"chr4D","IWGSC_v1.1_201706","gene",19932241,19932451,"31","-",".","ID=TraesCS4D02G044300;previous_id=TraesCS4D01G044300;Name=TraesCS4D02G044300;primconf=HC","TraesCS4D02G044300","",""
