"Description","Level","ModuleColor","Count","pvalue","geneID"
"LHC-II complex","level4","antiquewhite4",42,1.84705609162187e-19,"TraesCS1A02G306600/TraesCS1B02G317500/TraesCS1B02G388200/TraesCS1B02G388300/TraesCS1B02G388500/TraesCS1B02G433300/TraesCS1D02G306200/TraesCS1D02G374900/TraesCS1D02G375000/TraesCS1D02G375100/TraesCS1D02G411300/TraesCS1D02G411600/TraesCS1D02G428200/TraesCS2A02G204800/TraesCS2A02G206200/TraesCS2A02G342600/TraesCS2B02G233400/TraesCS2B02G340300/TraesCS2D02G209900/TraesCS2D02G320900/TraesCS4A02G226900/TraesCS4D02G086400/TraesCS5A02G322500/TraesCS5A02G454200/TraesCS5A02G454300/TraesCS5B02G462800/TraesCS5B02G462900/TraesCS5B02G463000/TraesCS5D02G329200/TraesCS5D02G357600/TraesCS5D02G464700/TraesCS5D02G464800/TraesCS5D02G464900/TraesCS6A02G094500/TraesCS6A02G094600/TraesCS6B02G122800/TraesCS7A02G237100/TraesCS7A02G238400/TraesCS7A02G276400/TraesCS7B02G103300/TraesCS7B02G103400/TraesCS7D02G276300"
"plastidial mRNA stabilisation","level4","antiquewhite4",28,4.81565231899602e-15,"TraesCS1A02G357400/TraesCS1B02G374000/TraesCS1D02G361700/TraesCS2A02G156100/TraesCS2A02G194800/TraesCS2A02G249600/TraesCS2A02G448400/TraesCS2B02G181600/TraesCS2B02G212000/TraesCS2B02G271300/TraesCS2B02G469100/TraesCS2D02G161900/TraesCS2D02G193100/TraesCS2D02G251000/TraesCS2D02G447500/TraesCS3A02G523700/TraesCS3D02G529200/TraesCS4A02G157300/TraesCS4D02G244400/TraesCS5A02G368400/TraesCS5B02G370700/TraesCS5D02G378000/TraesCS7A02G278300/TraesCS7A02G495500/TraesCS7B02G176100/TraesCS7B02G401800/TraesCS7D02G278100/TraesCS7D02G482800"
"rRNA methylation","level4","antiquewhite4",47,1.19112142906274e-13,"TraesCS1A02G136800/TraesCS1A02G404700/TraesCS1B02G379200/TraesCS1B02G434500/TraesCS1D02G373100/TraesCS1D02G386500/TraesCS2A02G119400/TraesCS2A02G125500/TraesCS2A02G431200/TraesCS2B02G139100/TraesCS2B02G148000/TraesCS2B02G452500/TraesCS2D02G128600/TraesCS2D02G429000/TraesCS3A02G276400/TraesCS3A02G337900/TraesCS3A02G530100/TraesCS3B02G259700/TraesCS3B02G310400/TraesCS3D02G276500/TraesCS3D02G331300/TraesCS3D02G535600/TraesCS4A02G072500/TraesCS4A02G248100/TraesCS4B02G028600/TraesCS4B02G059600/TraesCS4D02G026200/TraesCS4D02G059400/TraesCS4D02G065700/TraesCS5A02G253000/TraesCS5A02G482000/TraesCS5B02G251800/TraesCS5B02G290400/TraesCS5D02G260700/TraesCS5D02G495600/TraesCS6A02G107400/TraesCS6A02G155700/TraesCS6A02G183400/TraesCS6A02G372300/TraesCS6B02G135900/TraesCS6B02G183900/TraesCS6D02G095500/TraesCS7A02G338300/TraesCS7A02G414100/TraesCS7B02G101600/TraesCS7D02G305900/TraesCS7D02G407300"
"chloroplast Clp-type protease complex","level4","antiquewhite4",29,5.00498373247386e-13,"TraesCS1A02G198400/TraesCS1B02G213300/TraesCS1D02G202100/TraesCS1D02G445300/TraesCS2B02G307500/TraesCS2D02G023900/TraesCS2D02G289100/TraesCS3A02G187300/TraesCS3A02G197900/TraesCS3A02G301600/TraesCS3B02G187300/TraesCS3B02G216800/TraesCS3B02G229600/TraesCS3B02G335000/TraesCS3D02G191100/TraesCS3D02G300300/TraesCS4A02G079500/TraesCS4A02G121500/TraesCS4A02G139700/TraesCS4A02G149900/TraesCS4B02G181600/TraesCS4D02G157200/TraesCS4D02G167900/TraesCS4D02G184400/TraesCS4D02G225100/TraesCS5A02G118900/TraesCS5A02G321300/TraesCS5D02G328100/TraesCS6B02G233800"
"NADH dehydrogenase-like (NDH) complex","level4","antiquewhite4",60,1.07781862464297e-11,"TraesCS1A02G007500/TraesCS1B02G011100/TraesCS1D02G000800/TraesCS2A02G311700/TraesCS2A02G344400/TraesCS2B02G342000/TraesCS2B02G395700/TraesCS2D02G049500/TraesCS2D02G179700/TraesCS2D02G322700/TraesCS2D02G374900/TraesCS2D02G531819/TraesCS3A02G269800/TraesCS3A02G407200/TraesCS3A02G443700/TraesCS3A02G502300/TraesCS3B02G303700/TraesCS3B02G333700/TraesCS3B02G441000/TraesCS3B02G477300/TraesCS3B02G566000/TraesCS3D02G269500/TraesCS3D02G436100/TraesCS3D02G509100/TraesCS4A02G101500/TraesCS4A02G232300/TraesCS4A02G452700/TraesCS4D02G045400/TraesCS4D02G081600/TraesCS4D02G204000/TraesCS4D02G273000/TraesCS4D02G349000/TraesCS5A02G179300/TraesCS5A02G213000/TraesCS5A02G461500/TraesCS5A02G524800/TraesCS5B02G177200/TraesCS5B02G391800/TraesCS5D02G184000/TraesCS5D02G219100/TraesCS5D02G376000/TraesCS5D02G459000/TraesCS6A02G206600/TraesCS6A02G302500/TraesCS6A02G308100/TraesCS6A02G319700/TraesCS6B02G065300/TraesCS6B02G186300/TraesCS6B02G227900/TraesCS6B02G331700/TraesCS6B02G336800/TraesCS6B02G350500/TraesCS6D02G187800/TraesCS6D02G282000/TraesCS6D02G287300/TraesCS7A02G036200/TraesCS7A02G427400/TraesCS7B02G006600/TraesCS7D02G103500/TraesCS7D02G419700"
"plastidial RNA splicing","level4","antiquewhite4",41,5.82188737856523e-11,"TraesCS1A02G060500/TraesCS1A02G410300/TraesCS1B02G265700/TraesCS1B02G440200/TraesCS1D02G061400/TraesCS1D02G176300/TraesCS1D02G417900/TraesCS2A02G212300/TraesCS2A02G335400/TraesCS2A02G391600/TraesCS2A02G474900/TraesCS2B02G346500/TraesCS2B02G410100/TraesCS2D02G244500/TraesCS2D02G327400/TraesCS2D02G389900/TraesCS3A02G334800/TraesCS3B02G222400/TraesCS3B02G292800/TraesCS3B02G365700/TraesCS3D02G195800/TraesCS3D02G259700/TraesCS3D02G328100/TraesCS4A02G017800/TraesCS4A02G150500/TraesCS4D02G150700/TraesCS4D02G285000/TraesCS5A02G085800/TraesCS6A02G245300/TraesCS6A02G270100/TraesCS6A02G295100/TraesCS6B02G297400/TraesCS6B02G325200/TraesCS6D02G227700/TraesCS6D02G244900/TraesCS6D02G275700/TraesCS7A02G223300/TraesCS7B02G138600/TraesCS7B02G190100/TraesCS7D02G224900/TraesCS7D02G250400"
"tRNA methylation","level4","antiquewhite4",38,8.95033832822012e-11,"TraesCS2A02G004800/TraesCS2A02G105300/TraesCS2A02G163100/TraesCS2A02G182300/TraesCS2B02G208800/TraesCS2D02G170000/TraesCS2D02G482800/TraesCS3A02G105900/TraesCS3A02G124500/TraesCS3A02G148900/TraesCS3A02G219000/TraesCS3B02G124400/TraesCS3B02G143600/TraesCS3B02G519600/TraesCS3B02G566600/TraesCS3D02G108100/TraesCS3D02G157000/TraesCS3D02G471100/TraesCS3D02G509800/TraesCS4A02G096200/TraesCS4A02G254100/TraesCS4D02G060100/TraesCS4D02G209100/TraesCS4D02G336400/TraesCS5A02G509700/TraesCS5A02G539500/TraesCS5A02G545100/TraesCS5A02G556800/TraesCS5B02G512400/TraesCS5D02G227900/TraesCS5D02G512600/TraesCS6D02G267700/TraesCS7A02G245500/TraesCS7A02G414100/TraesCS7B02G146000/TraesCS7D02G194100/TraesCS7D02G244100/TraesCS7D02G407300"
"LHC-I complex","level4","antiquewhite4",12,1.0815188866197e-10,"TraesCS2A02G187200/TraesCS2B02G220100/TraesCS2D02G200700/TraesCS5A02G229300/TraesCS5B02G227900/TraesCS5D02G238300/TraesCS6A02G159800/TraesCS6B02G191500/TraesCS6D02G152700/TraesCS7A02G227100/TraesCS7B02G192500/TraesCS7D02G227300"
"RuBisCo heterodimer","level4","antiquewhite4",19,2.93286902244791e-10,"TraesCS2A02G066700/TraesCS2A02G066800/TraesCS2A02G066900/TraesCS2A02G067000/TraesCS2A02G067100/TraesCS2B02G079100/TraesCS2B02G079400/TraesCS2B02G079500/TraesCS2D02G065100/TraesCS2D02G065200/TraesCS2D02G065300/TraesCS2D02G065400/TraesCS2D02G065600/TraesCS5A02G165400/TraesCS5A02G165700/TraesCS5B02G162600/TraesCS5B02G162800/TraesCS5D02G169600/TraesCS5D02G169900"
"RuBisCo assembly","level4","antiquewhite4",25,8.79314616424276e-10,"TraesCS1A02G142000/TraesCS1A02G214600/TraesCS1B02G159700/TraesCS1B02G228500/TraesCS1D02G141100/TraesCS1D02G217600/TraesCS2A02G311700/TraesCS2B02G226100/TraesCS2D02G049500/TraesCS2D02G206500/TraesCS4A02G452700/TraesCS5A02G212500/TraesCS5A02G545700/TraesCS5B02G211200/TraesCS5D02G219500/TraesCS5D02G376000/TraesCS6A02G340300/TraesCS6B02G371500/TraesCS6D02G320800/TraesCS7A02G036200/TraesCS7A02G341000/TraesCS7B02G066000/TraesCS7B02G242200/TraesCS7D02G162300/TraesCS7D02G338600"
"SSU processome","level4","antiquewhite4",36,5.0728087366466e-09,"TraesCS1A02G067300/TraesCS1B02G352300/TraesCS1D02G068300/TraesCS1D02G342000/TraesCS2A02G447700/TraesCS2B02G179900/TraesCS2B02G282300/TraesCS2D02G160100/TraesCS3A02G152000/TraesCS3A02G160900/TraesCS3B02G179200/TraesCS3B02G191500/TraesCS3B02G365600/TraesCS3B02G436600/TraesCS3D02G168100/TraesCS3D02G398000/TraesCS4A02G244000/TraesCS4A02G370000/TraesCS4D02G069800/TraesCS5A02G043100/TraesCS5A02G122200/TraesCS5A02G439300/TraesCS5B02G136600/TraesCS5B02G137800/TraesCS5B02G283900/TraesCS5D02G051600/TraesCS5D02G154000/TraesCS5D02G292100/TraesCS6A02G289700/TraesCS7A02G301400/TraesCS7A02G517200/TraesCS7A02G534500/TraesCS7B02G201700/TraesCS7B02G423400/TraesCS7D02G500800/TraesCS7D02G521800"
"rRNA maturation","level4","antiquewhite4",17,6.14976657422196e-09,"TraesCS1A02G055400/TraesCS1D02G056100/TraesCS2A02G492600/TraesCS3A02G087500/TraesCS3A02G103600/TraesCS3A02G112800/TraesCS3A02G277400/TraesCS3B02G121000/TraesCS3B02G131400/TraesCS3D02G087600/TraesCS3D02G105900/TraesCS3D02G277700/TraesCS4A02G319500/TraesCS4A02G376000/TraesCS5D02G565800/TraesCS7A02G077400/TraesCS7D02G073000"
"small ribosomal subunit proteome","level4","antiquewhite4",85,4.71182420885007e-08,"TraesCS1A02G040500/TraesCS1A02G157100/TraesCS1A02G158500/TraesCS1A02G403400/TraesCS1B02G053500/TraesCS1B02G174500/TraesCS1B02G406600/TraesCS1B02G432900/TraesCS1D02G155800/TraesCS1D02G213600/TraesCS1D02G435200/TraesCS2A02G118700/TraesCS2A02G338100/TraesCS2A02G563100/TraesCS2A02G575400/TraesCS2B02G343900/TraesCS2B02G623400/TraesCS2D02G116500/TraesCS2D02G133900/TraesCS2D02G324900/TraesCS2D02G586100/TraesCS3A02G268600/TraesCS3A02G304300/TraesCS3A02G324200/TraesCS3A02G324300/TraesCS3A02G324500/TraesCS3A02G326500/TraesCS3A02G331600/TraesCS3A02G398100/TraesCS3A02G490900/TraesCS3A02G531600/TraesCS3B02G040400/TraesCS3B02G171600/TraesCS3B02G303000/TraesCS3B02G353500/TraesCS3B02G355800/TraesCS3B02G361800/TraesCS3B02G602100/TraesCS3D02G053100/TraesCS3D02G167500/TraesCS3D02G268700/TraesCS3D02G297700/TraesCS3D02G317700/TraesCS3D02G317800/TraesCS3D02G325200/TraesCS3D02G392000/TraesCS3D02G530500/TraesCS3D02G537000/TraesCS4A02G042500/TraesCS4A02G125000/TraesCS4A02G167000/TraesCS4A02G272100/TraesCS4A02G342800/TraesCS4D02G039100/TraesCS4D02G151500/TraesCS4D02G181000/TraesCS4D02G263300/TraesCS5A02G044500/TraesCS5A02G173800/TraesCS5A02G357700/TraesCS5A02G404500/TraesCS5B02G171200/TraesCS5B02G275300/TraesCS5B02G531900/TraesCS5D02G054600/TraesCS5D02G178300/TraesCS5D02G323200/TraesCS5D02G414600/TraesCS5D02G530200/TraesCS6A02G173100/TraesCS6A02G368900/TraesCS6B02G188700/TraesCS6B02G200800/TraesCS6B02G338300/TraesCS6D02G162200/TraesCS7A02G032000/TraesCS7A02G240900/TraesCS7A02G351100/TraesCS7A02G519600/TraesCS7B02G231800/TraesCS7B02G435700/TraesCS7D02G028500/TraesCS7D02G240000/TraesCS7D02G327700/TraesCS7D02G481000"
"LSU processome","level4","antiquewhite4",43,8.01168177381846e-08,"TraesCS1A02G060700/TraesCS1A02G143400/TraesCS1A02G192300/TraesCS1A02G224000/TraesCS1B02G105100/TraesCS1B02G160800/TraesCS1B02G237300/TraesCS1B02G245100/TraesCS1B02G478100/TraesCS1D02G061600/TraesCS1D02G225600/TraesCS1D02G233100/TraesCS1D02G451700/TraesCS2A02G097800/TraesCS2A02G113100/TraesCS2A02G177700/TraesCS2B02G131900/TraesCS2B02G204800/TraesCS2B02G205700/TraesCS2D02G113600/TraesCS2D02G185900/TraesCS4A02G158000/TraesCS4A02G276400/TraesCS4A02G406500/TraesCS4D02G169000/TraesCS5A02G153300/TraesCS5A02G373600/TraesCS5B02G085400/TraesCS5B02G152500/TraesCS5B02G363500/TraesCS5B02G373200/TraesCS5B02G453200/TraesCS5D02G038300/TraesCS5D02G455200/TraesCS6A02G011400/TraesCS6A02G210800/TraesCS6B02G111400/TraesCS6B02G239800/TraesCS6D02G193900/TraesCS7D02G072700/TraesCS7D02G125500/TraesCS7D02G354300/TraesCS7D02G423800"
"assembly","level4","antiquewhite4",71,8.85844776478242e-08,"TraesCS1A02G055000/TraesCS1A02G116500/TraesCS1A02G188600/TraesCS1A02G251200/TraesCS1B02G188500/TraesCS1B02G196300/TraesCS1B02G261800/TraesCS1D02G055700/TraesCS1D02G166400/TraesCS1D02G186900/TraesCS1D02G187800/TraesCS2A02G227000/TraesCS2A02G303200/TraesCS2D02G239700/TraesCS3A02G076200/TraesCS3A02G118600/TraesCS3A02G271600/TraesCS3A02G390700/TraesCS3A02G516500/TraesCS3B02G137700/TraesCS3B02G241500/TraesCS3B02G305300/TraesCS3B02G422500/TraesCS3D02G076200/TraesCS3D02G213800/TraesCS3D02G283800/TraesCS3D02G383300/TraesCS3D02G466400/TraesCS3D02G475500/TraesCS3D02G485400/TraesCS3D02G524200/TraesCS3D02G537600/TraesCS4A02G016700/TraesCS4A02G134100/TraesCS4A02G355600/TraesCS4A02G486300/TraesCS4D02G172800/TraesCS4D02G260200/TraesCS4D02G279900/TraesCS4D02G286200/TraesCS5A02G077900/TraesCS5A02G094100/TraesCS5A02G190400/TraesCS5A02G396700/TraesCS5A02G404800/TraesCS5A02G498500/TraesCS5B02G087800/TraesCS5B02G192800/TraesCS5B02G306400/TraesCS5D02G094000/TraesCS5D02G406400/TraesCS5D02G414900/TraesCS5D02G516700/TraesCS5D02G555000/TraesCS6A02G046900/TraesCS6A02G084200/TraesCS6A02G097000/TraesCS6A02G408400/TraesCS6B02G109300/TraesCS6B02G112800/TraesCS6D02G054100/TraesCS6D02G075300/TraesCS6D02G136500/TraesCS7A02G276000/TraesCS7A02G342800/TraesCS7A02G355200/TraesCS7A02G560200/TraesCS7B02G013000/TraesCS7B02G240200/TraesCS7B02G346600/TraesCS7D02G336600"
"photosynthetic acclimation","level4","antiquewhite4",37,8.98942058018135e-08,"TraesCS1A02G200000/TraesCS1D02G203500/TraesCS1D02G301900/TraesCS2A02G280500/TraesCS2A02G317000/TraesCS2A02G347300/TraesCS2A02G473600/TraesCS2B02G256300/TraesCS2B02G365700/TraesCS2D02G238700/TraesCS2D02G279300/TraesCS2D02G314900/TraesCS3A02G100000/TraesCS3A02G304900/TraesCS3B02G116700/TraesCS3B02G331600/TraesCS3B02G413700/TraesCS3D02G296900/TraesCS4D02G124000/TraesCS4D02G166200/TraesCS4D02G201800/TraesCS5A02G174900/TraesCS5A02G247100/TraesCS5B02G174100/TraesCS5B02G244200/TraesCS5D02G090700/TraesCS5D02G253600/TraesCS6A02G219100/TraesCS6A02G292800/TraesCS6B02G093300/TraesCS7A02G206700/TraesCS7A02G413800/TraesCS7B02G114100/TraesCS7B02G306800/TraesCS7D02G209600/TraesCS7D02G290500/TraesCS7D02G407100"
"1 ligase forming carbon-oxygen bond","level4","antiquewhite4",47,4.26435936489628e-07,"TraesCS1A02G102600/TraesCS1B02G113400/TraesCS1D02G094600/TraesCS1D02G111300/TraesCS2A02G231500/TraesCS2A02G246900/TraesCS2A02G288100/TraesCS2B02G174100/TraesCS2B02G263300/TraesCS2D02G154000/TraesCS2D02G235900/TraesCS2D02G249200/TraesCS2D02G354400/TraesCS3A02G120200/TraesCS3A02G163300/TraesCS3B02G080400/TraesCS3B02G132300/TraesCS3B02G139700/TraesCS3D02G066900/TraesCS3D02G136300/TraesCS4D02G055000/TraesCS4D02G261400/TraesCS4D02G305700/TraesCS5A02G160100/TraesCS5A02G357400/TraesCS5A02G442200/TraesCS5B02G053100/TraesCS5B02G359900/TraesCS5B02G446300/TraesCS5D02G048600/TraesCS5D02G081600/TraesCS5D02G165200/TraesCS5D02G366500/TraesCS6B02G204800/TraesCS6B02G310700/TraesCS6D02G068300/TraesCS6D02G313600/TraesCS7A02G264300/TraesCS7A02G516000/TraesCS7B02G162300/TraesCS7B02G301400/TraesCS7B02G392800/TraesCS7B02G432400/TraesCS7D02G260000/TraesCS7D02G265200/TraesCS7D02G476100/TraesCS7D02G506300"
"PS-I complex","level4","antiquewhite4",23,7.71131851198906e-07,"TraesCS1A02G392000/TraesCS1B02G420100/TraesCS1D02G400100/TraesCS2A02G252600/TraesCS2A02G296400/TraesCS2B02G272300/TraesCS2B02G312600/TraesCS2D02G115200/TraesCS2D02G253200/TraesCS2D02G294300/TraesCS3A02G052700/TraesCS3B02G061700/TraesCS5A02G256900/TraesCS5A02G414400/TraesCS5A02G457500/TraesCS5A02G482800/TraesCS5B02G256400/TraesCS5B02G466700/TraesCS5B02G496000/TraesCS5D02G265500/TraesCS5D02G422800/TraesCS5D02G468400/TraesCS5D02G496400"
"H/ACA snoRNP RNA pseudouridylation complex","level4","antiquewhite4",13,2.11732327613632e-06,"TraesCS1B02G335000/TraesCS2A02G151800/TraesCS2A02G151900/TraesCS2D02G156900/TraesCS2D02G157000/TraesCS3B02G343500/TraesCS4A02G154000/TraesCS4D02G152400/TraesCS6B02G254000/TraesCS6B02G319800/TraesCS6D02G204400/TraesCS6D02G207200/TraesCS6D02G269300"
"magnesium-chelatase complex","level4","antiquewhite4",9,4.82117569641769e-06,"TraesCS2A02G134000/TraesCS2B02G157600/TraesCS4A02G232400/TraesCS4D02G081500/TraesCS5A02G466100/TraesCS5D02G478900/TraesCS7A02G480700/TraesCS7B02G382800/TraesCS7D02G467500"
"protochlorophyllide oxidoreductase (POR) activities","level4","antiquewhite4",10,7.26066057686705e-06,"TraesCS1A02G171000/TraesCS1B02G186300/TraesCS1D02G168700/TraesCS2A02G590600/TraesCS2B02G593000/TraesCS2D02G563600/TraesCS4D02G220700/TraesCS5A02G199900/TraesCS5B02G198200/TraesCS5D02G205500"
"glutamyl-tRNA reductase activity","level4","antiquewhite4",11,8.45433858957944e-06,"TraesCS1A02G057200/TraesCS1A02G173100/TraesCS1B02G075200/TraesCS1B02G191200/TraesCS1D02G058300/TraesCS1D02G165600/TraesCS5A02G175200/TraesCS5B02G172900/TraesCS5D02G179900/TraesCS7A02G282400/TraesCS7D02G281200"
"6 hydrolase acting on acid anhydride","level4","antiquewhite4",42,1.07099460408484e-05,"TraesCS1A02G132600/TraesCS1A02G143800/TraesCS1A02G288900/TraesCS1A02G339900/TraesCS1B02G154200/TraesCS1B02G352200/TraesCS1D02G287900/TraesCS2A02G203300/TraesCS2A02G338900/TraesCS2A02G383300/TraesCS2D02G212400/TraesCS2D02G273900/TraesCS3A02G054100/TraesCS3A02G189700/TraesCS3A02G271900/TraesCS3D02G192500/TraesCS3D02G193200/TraesCS4A02G130300/TraesCS4A02G422400/TraesCS4B02G363700/TraesCS4D02G357100/TraesCS5A02G015500/TraesCS5A02G109500/TraesCS5A02G547700/TraesCS5B02G013800/TraesCS5B02G143800/TraesCS5D02G021400/TraesCS5D02G147300/TraesCS6A02G105900/TraesCS6A02G133300/TraesCS6A02G329500/TraesCS6B02G161700/TraesCS6B02G360300/TraesCS6D02G094400/TraesCS6D02G308400/TraesCS7A02G065800/TraesCS7A02G474600/TraesCS7B02G004400/TraesCS7B02G130000/TraesCS7B02G178800/TraesCS7D02G280900/TraesCS7D02G461600"
"aminoacyl-tRNA binding factor *(eEF1A))","level4","antiquewhite4",11,1.73833203143474e-05,"TraesCS2A02G083000/TraesCS2A02G083300/TraesCS2D02G080800/TraesCS2D02G080900/TraesCS4A02G107600/TraesCS4A02G107700/TraesCS4D02G197100/TraesCS4D02G197200/TraesCS5A02G415600/TraesCS5D02G423300/TraesCS5D02G423400"
"assembly and maintenance","level4","antiquewhite4",13,4.11690970696639e-05,"TraesCS1A02G346600/TraesCS1B02G360500/TraesCS2A02G058700/TraesCS2B02G070700/TraesCS2D02G057900/TraesCS3A02G328300/TraesCS3B02G014900/TraesCS3B02G322800/TraesCS3B02G358300/TraesCS3D02G321900/TraesCS5A02G087200/TraesCS5B02G093100/TraesCS5D02G099000"
"ribonuclease activities","level4","antiquewhite4",13,4.11690970696639e-05,"TraesCS2A02G239200/TraesCS2D02G246100/TraesCS4A02G208700/TraesCS5B02G036800/TraesCS5B02G123300/TraesCS5D02G044400/TraesCS5D02G131600/TraesCS6A02G228100/TraesCS6B02G253600/TraesCS6D02G029300/TraesCS6D02G183700/TraesCS6D02G206900/TraesCS7B02G390100"
"Arg/N-degron pathway","level4","antiquewhite4",20,4.72486913026464e-05,"TraesCS1A02G180300/TraesCS1A02G278100/TraesCS1D02G242100/TraesCS1D02G277200/TraesCS2A02G225100/TraesCS2A02G427600/TraesCS2B02G275000/TraesCS2D02G231000/TraesCS5B02G180000/TraesCS5D02G186400/TraesCS6A02G213500/TraesCS6A02G226100/TraesCS6A02G321600/TraesCS6B02G352400/TraesCS6D02G196200/TraesCS6D02G209000/TraesCS6D02G301300/TraesCS7B02G171400/TraesCS7B02G234300/TraesCS7D02G396000"
"plastidial ribosome-associated proteins","level4","antiquewhite4",11,0.000105402396701988,"TraesCS1A02G246800/TraesCS1A02G259700/TraesCS1A02G269200/TraesCS1B02G257400/TraesCS1B02G270000/TraesCS1B02G279700/TraesCS1D02G246100/TraesCS1D02G259500/TraesCS1D02G269300/TraesCS2D02G198500/TraesCS2D02G280200"
"mitochondrial RNA splicing","level4","antiquewhite4",25,0.000117955923269173,"TraesCS1A02G108800/TraesCS1A02G214100/TraesCS1B02G108100/TraesCS1B02G227900/TraesCS1D02G217000/TraesCS2A02G163400/TraesCS3A02G499000/TraesCS5A02G384400/TraesCS5A02G425200/TraesCS5B02G052100/TraesCS5B02G240300/TraesCS5B02G389200/TraesCS5D02G057800/TraesCS5D02G112000/TraesCS5D02G248800/TraesCS5D02G394000/TraesCS5D02G397600/TraesCS5D02G433600/TraesCS6A02G213800/TraesCS6A02G343900/TraesCS6B02G243800/TraesCS7A02G429500/TraesCS7B02G128100/TraesCS7D02G333500/TraesCS7D02G421600"
"stand-alone pseudouridine synthase activities","level4","antiquewhite4",18,0.0001261258502293,"TraesCS1B02G031100/TraesCS1B02G152500/TraesCS1D02G329100/TraesCS2A02G406600/TraesCS2B02G150200/TraesCS2B02G424200/TraesCS2D02G130400/TraesCS3A02G091600/TraesCS3A02G322500/TraesCS4A02G036500/TraesCS4D02G268600/TraesCS5A02G159200/TraesCS5A02G441000/TraesCS5B02G157000/TraesCS5D02G101100/TraesCS6A02G252800/TraesCS7B02G451500/TraesCS7D02G474500"
"mRNA-translocation factor *(eEF2))","level4","antiquewhite4",9,0.000142338504181187,"TraesCS4A02G363700/TraesCS5B02G509500/TraesCS5B02G509600/TraesCS5B02G509700/TraesCS5D02G509600/TraesCS5D02G509700/TraesCS7A02G461100/TraesCS7B02G362600/TraesCS7D02G449300"
"TON1-TRM-PP2A (TTP) preprophase band formation complex","level4","antiquewhite4",13,0.000158981247214828,"TraesCS1D02G098600/TraesCS2A02G176000/TraesCS2B02G202300/TraesCS2B02G281200/TraesCS5A02G168400/TraesCS5A02G455000/TraesCS5B02G155000/TraesCS5B02G271300/TraesCS5D02G172700/TraesCS5D02G278600/TraesCS7A02G364400/TraesCS7B02G263500/TraesCS7D02G358600"
"light-independent inositol phosphate biosynthesis","level4","antiquewhite4",11,0.0002800468463542,"TraesCS1A02G194100/TraesCS1A02G330900/TraesCS1B02G209100/TraesCS1D02G198000/TraesCS4A02G038500/TraesCS4B02G068300/TraesCS4D02G067400/TraesCS4D02G236500/TraesCS5A02G305400/TraesCS7A02G158400/TraesCS7D02G159400"
"glucose-6-phosphate dehydrogenase","level4","antiquewhite4",8,0.000294832608519351,"TraesCS2B02G080000/TraesCS4A02G126200/TraesCS4D02G180300/TraesCS6A02G146500/TraesCS6A02G211600/TraesCS6B02G174700/TraesCS6D02G135800/TraesCS6D02G195700"
"genome stability maintenance","level4","antiquewhite4",10,0.000362571243975229,"TraesCS2A02G362100/TraesCS2B02G570300/TraesCS2D02G359500/TraesCS2D02G541500/TraesCS3A02G394500/TraesCS3B02G426500/TraesCS3D02G388300/TraesCS5D02G386100/TraesCS7B02G005400/TraesCS7D02G100800"
"RuBisCo regulation","level4","antiquewhite4",10,0.000362571243975229,"TraesCS1A02G133500/TraesCS5A02G229500/TraesCS5B02G228300/TraesCS5D02G238000/TraesCS6A02G286800/TraesCS6B02G315800/TraesCS6D02G267500/TraesCS7A02G335600/TraesCS7B02G247200/TraesCS7D02G343300"
"DNA recombination","level4","antiquewhite4",9,0.000456543748321934,"TraesCS3A02G185400/TraesCS3B02G215000/TraesCS3B02G419300/TraesCS3D02G189300/TraesCS4A02G395700/TraesCS5D02G544900/TraesCS6D02G121500/TraesCS7A02G095300/TraesCS7D02G091500"
"aminopeptidase activities","level4","antiquewhite4",20,0.000521312523662184,"TraesCS1A02G180300/TraesCS1D02G104800/TraesCS1D02G156100/TraesCS2A02G225100/TraesCS2A02G427600/TraesCS2B02G275000/TraesCS2D02G231000/TraesCS4A02G294100/TraesCS4D02G017700/TraesCS5D02G083200/TraesCS5D02G196600/TraesCS5D02G487100/TraesCS6A02G213500/TraesCS6A02G321600/TraesCS6B02G352400/TraesCS6D02G196200/TraesCS6D02G301300/TraesCS7B02G171400/TraesCS7B02G234300/TraesCS7D02G268600"
"ITS1 rRNA removal","level4","antiquewhite4",7,0.000612592093756051,"TraesCS2A02G328600/TraesCS2A02G452200/TraesCS2D02G334100/TraesCS2D02G452000/TraesCS6A02G204800/TraesCS6D02G043500/TraesCS6D02G190000"
"ferredoxin electron carrier activities","level4","antiquewhite4",11,0.000651424471933011,"TraesCS4A02G286700/TraesCS4A02G297900/TraesCS4B02G015800/TraesCS4D02G014200/TraesCS4D02G025700/TraesCS7A02G325400/TraesCS7A02G325500/TraesCS7B02G226100/TraesCS7B02G226200/TraesCS7D02G322000/TraesCS7D02G322100"
"A-type ARR response regulator","level4","antiquewhite4",9,0.000753880819475439,"TraesCS2B02G326800/TraesCS2D02G308000/TraesCS3B02G548600/TraesCS3D02G494600/TraesCS5A02G131600/TraesCS5B02G132900/TraesCS5D02G140200/TraesCS6B02G259700/TraesCS6D02G213700"
"DASS family","level4","antiquewhite4",9,0.000753880819475439,"TraesCS3A02G183800/TraesCS3B02G213600/TraesCS5A02G100600/TraesCS5A02G263100/TraesCS5B02G105700/TraesCS5D02G113100/TraesCS7A02G244400/TraesCS7D02G243000/TraesCS7D02G283000"
